"X","stat","pval","p.adj","num.genes","gene.vals","Directionality","DirectionalityNumeric"
"REACTOME_FIBRONECTIN_MATRIX_FORMATION",0.152976990886,0.358798828659367,0.721565329071684,3,"FN1:3020, ITGB1:3167, ITGA5:8774.5","Unclear",0
"REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS",0.105672292478082,0.171149874836348,0.565133917073275,14,"RBBP4:253, WEE1:464, CCNB1:821, EP300:2186, MYBL2:3141, PLK1:3474, CDC25A:8774.5, LIN9:8774.5, LIN54:8774.5, LIN37:8774.5, FOXM1:8774.5, PKMYT1:8774.5, CCNB2:8774.5, CDC25C:8774.5","Vertivore",2
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION",-0.0625785697424834,0.11,0.11,41,"RPS27A:48, RPL34:53, RPL19:55, UBA52:88, RPS26:112, RPL31:143, RPS7:148, RPS23:149, RPL8:151, RPL17:171, RPS17:200, EEF1D:686, RPL13:887, RPS5:6330.5, RPLP0:6330.5, RPL3:6330.5, RPS10:6330.5, RPL3L:6330.5, RPL10L:6330.5, RPL38:6330.5, RPL15:6330.5, RPLP2:6330.5, RPS27L:6330.5, RPL14:6330.5, RPL36A:6330.5, EEF1A1:6330.5, EEF1G:6330.5, RPL32:11240, EEF2:11256, RPL7:11751, RPL4:11791, RPS2:12209, RPL6:12258, RPS3:12492, RPL9:12829, EEF1B2:14318, RPS15:14839, RPS27:15003, RPS15A:15074, RPS14:15089, RPL23:15100","Herbivore",1
"REACTOME_SIGNALING_BY_NOTCH",-0.017011187049534,0.11,0.11,159,"H4C15:41, RPS27A:48, SKP1:54, H4C14:67, UBA52:88, ACTA2:101, H4C3:144, H4C2:218, JAG2:248, H4C13:273, H2BC15:313, ST3GAL3:337, H3C13:342, NBEA:414, ADAM17:465, H3C11:533, H2AC20:938, MAML2:940, PSMB9:1100, H3C10:1146, LFNG:1176, TNRC6C:1240, H2AC4:1245, H3C8:1253, H3C4:1403, STAT1:6330.5, PSMD5:6330.5, PSMB5:6330.5, PSMD3:6330.5, PSMD9:6330.5, PSMF1:6330.5, PSMA1:6330.5, AKT1:6330.5, PSMB6:6330.5, PSMD4:6330.5, PSMB4:6330.5, PSMD6:6330.5, UBB:6330.5, PSMD13:6330.5, PSMD12:6330.5, TFDP1:6330.5, PSMB8:6330.5, PSMB10:6330.5, ATP2A3:6330.5, ARRB1:6330.5, ARRB2:6330.5, ATP2A2:6330.5, H3C1:6330.5, H4C8:6330.5, H2BC4:6330.5, H2BC21:6330.5, H4C11:6330.5, H2BC9:6330.5, H2AC14:6330.5, FURIN:6330.5, EGFR:6330.5, CREBBP:6330.5, NCOR1:6330.5, NCSTN:6330.5, MAMLD1:6330.5, SNW1:6330.5, TBL1X:6330.5, KAT2A:6330.5, NUMB:6330.5, MYC:6330.5, NOTCH1:6330.5, MAML1:6330.5, RBPJ:6330.5, JUN:6330.5, NCOR2:6330.5, MAML3:6330.5, DLL1:6330.5, FCER2:6330.5, CCND1:6330.5, MIB2:6330.5, PRKCI:6330.5, TACC3:6330.5, FLT4:6330.5, HDAC7:6330.5, TLE2:6330.5, HDAC4:6330.5, SEL1L:6330.5, TNRC6A:6330.5, MFNG:6330.5, HDAC10:6330.5, JAG1:6330.5, NEURL1:6330.5, DTX4:6330.5, ST3GAL4:6330.5, E2F3:6330.5, WWC1:6330.5, DLGAP5:6330.5, DLL4:6330.5, NOTCH2:6330.5, DTX1:6330.5, HEY2:6330.5, TLE3:6330.5, MOV10:6330.5, POGLUT1:6330.5, ELF3:6330.5, HEY1:6330.5, RFNG:6330.5, DLK1:6330.5, IKZF1:6330.5, DNER:6330.5, TLE1:6330.5, HES5:6330.5, WWP2:6330.5, NOTCH4:6330.5, NEURL1B:6330.5, POFUT1:10977, TNRC6B:11020, TLE4:11166, PSMD1:11290, NOTCH3:11337, TP53:11374, SEM1:11489, PSME3:11592, PSMB2:11668, FABP7:11739, HDAC6:11832, H4C1:12023, PSMB1:12032, PSMB7:12192, PSMD10:12241, ADAM10:12314, PSEN1:12321, HDAC1:12334, CNTN1:12576, HDAC5:12588, HEYL:12629, PSMD8:12811, EP300:12919, EGF:13102, AGO1:13111, PSEN2:13167, TFDP2:13250, HIF1A:13255, PLXND1:13270, HDAC9:13298, APH1B:13703, PSMD2:13827, DTX2:13916, KAT2B:13941, FBXW7:13968, ITCH:13978, ATP2A1:14011, E2F1:14051, B4GALT1:14128, H3C2:14208, PSME2:14272, RUNX1:14389, SIRT6:14522, ST3GAL6:14607, PSME1:14644, MIB1:14696, HDAC8:14732, HDAC11:15044, H3-3A:15092","Both",3
"REACTOME_TELOMERE_MAINTENANCE",-0.102573550152319,0.11,0.11,64,"POLR2J:32, H4C15:41, H4C14:67, LIG1:121, H4C3:144, POLD2:188, H4C2:218, H4C13:273, RTEL1:277, H2BC15:313, BLM:354, WRAP53:360, POLA2:548, H2AC20:938, FEN1:1179, H2AC4:1245, RPA1:1537, CHTF18:1635, CDK2:6330.5, RFC1:6330.5, RFC2:6330.5, POLD1:6330.5, POLD3:6330.5, RFC5:6330.5, RPA2:6330.5, RFC3:6330.5, RFC4:6330.5, POLD4:6330.5, TINF2:6330.5, TERF1:6330.5, H4C8:6330.5, TERF2IP:6330.5, H2BC4:6330.5, H2BC21:6330.5, H4C11:6330.5, H2BC9:6330.5, H2AC14:6330.5, POLA1:6330.5, PRIM1:6330.5, CCNA1:6330.5, ATRX:6330.5, PPP6R3:6330.5, PPP6C:6330.5, DKC1:6330.5, DSCC1:6330.5, DNA2:6330.5, SHQ1:6330.5, NHP2:6330.5, WRN:6330.5, TEN1:6330.5, ANKRD28:11416, H4C1:12023, PRIM2:12200, POLR2F:12463, CTC1:12563, PIF1:12626, CHTF8:12737, POT1:12920, CCNA2:13095, ACD:13313, RPA3:13571, TERF2:14537, DAXX:14870, H3-3A:15092","Both",3
"REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION",-0.0238893189066934,0.11,0.11,41,"ACTG1:367, TUBB4A:589, TUBA4A:709, GJC1:889, GJA9:1295, GJA10:1426, TJP1:6330.5, ACTB:6330.5, TUBB1:6330.5, TUBA1B:6330.5, TUBB2A:6330.5, TUBB2B:6330.5, TUBAL3:6330.5, TUBA8:6330.5, TUBB4B:6330.5, SRC:6330.5, GJD2:6330.5, AP2M1:6330.5, MYO6:6330.5, DNM2:6330.5, DNM1:6330.5, CLTA:6330.5, CLTB:6330.5, GJA8:6330.5, GJA1:6330.5, GJB7:6330.5, GJD4:6330.5, GJA4:6330.5, GJB5:6330.5, GJB4:6330.5, GJC2:6330.5, GJA5:12374, GJB3:12671, TUBA1A:12688, DAB2:13286, GJB6:13897, GJA3:14079, GJB2:14585, CLTCL1:14962, TUBB8B:15094, TUBB8:15096","Both",3
"REACTOME_METABOLISM_OF_NUCLEOTIDES",0.0214015839298772,0.481699907589334,0.785386233797046,91,"GMPS:204, AK4:351, CAD:354, AK9:861, NUDT13:972, ADSS2:1017, ENTPD1:1173, ENTPD5:1360, ENTPD6:1388, NME1:1435, SAMHD1:1598, UPB1:1629, ENTPD4:1666, CTPS2:1673, TXN:1768, TYMS:2033, RRM2:2076, AK6:2235, PPAT:2301, NUDT5:2419, GSR:2483, DTYMK:2618, DCTPP1:2686, CMPK1:2769, ADSL:3449, NT5C3A:3488, TK1:3524, UMPS:3896, IMPDH2:3951, XDH:8774.5, AK2:8774.5, UPP2:8774.5, RRM2B:8774.5, GMPR2:8774.5, DHODH:8774.5, NME3:8774.5, NME4:8774.5, IMPDH1:8774.5, AK1:8774.5, AGXT2:8774.5, DGUOK:8774.5, AMPD2:8774.5, AMPD1:8774.5, NT5C1A:8774.5, GDA:8774.5, NT5C:8774.5, ITPA:8774.5, PAICS:8774.5, DCTD:8774.5, UCK1:8774.5, AMPD3:8774.5, NT5E:8774.5, GMPR:8774.5, ATIC:8774.5, AK7:8774.5, UCK2:8774.5, GUK1:8774.5, DPYS:8774.5, AK5:8774.5, ADK:8774.5, DCK:8774.5, CDA:8774.5, AK8:8774.5, HPRT1:8774.5, TK2:8774.5, RRM1:8774.5, ENTPD3:8774.5, ADAL:8774.5, ADPRM:8774.5, NUDT9:8774.5, CTPS1:8774.5, GLRX:8774.5, ADSS1:8774.5, DPYD:8774.5, ENTPD8:8774.5, ADA:8774.5, UCKL1:8774.5, TXNRD1:8774.5, NUDT16:8774.5, PNP:8774.5, APRT:8774.5, NT5M:8774.5, NME2:8774.5, NUDT18:8774.5, PUDP:13477, ENTPD7:13792, NUDT1:14143, ENTPD2:14333, NUDT15:14409, UPP1:14459, PFAS:14743","Herbivore",1
"REACTOME_MITOCHONDRIAL_BIOGENESIS",0.0303299182166716,0.371345635293734,0.727756717863697,73,"TFAM:162, CRTC1:203, PPARA:387, CARM1:416, CHCHD6:476, TFB2M:680, MICOS13:1233, ACSS2:1723, PPRC1:1963, ATP5PD:2051, ATP5F1A:2061, DNAJC11:2172, MTERF1:2338, ATP5MC1:2512, ALAS1:2632, POLRMT:2759, TFB1M:2776, GABPA:2826, SAMM50:2835, ATP5MF:2882, DMAC2L:2937, CHCHD3:3060, CAMK4:3776, NCOA2:3878, GLUD1:4020, SIRT4:4109, APOOL:8774.5, PRKAG2:8774.5, PRKAB1:8774.5, PRKAB2:8774.5, PRKAG1:8774.5, CREBBP:8774.5, NCOR1:8774.5, NCOA1:8774.5, TBL1X:8774.5, PPARGC1A:8774.5, MED1:8774.5, TGS1:8774.5, CHD9:8774.5, MAPK11:8774.5, RXRA:8774.5, MAPK12:8774.5, NCOA6:8774.5, ATP5F1B:8774.5, MTX2:8774.5, ATF2:8774.5, SOD2:8774.5, ATP5F1D:8774.5, ATP5PB:8774.5, ATP5MC2:8774.5, ATP5MC3:8774.5, ATP5PF:8774.5, ATP5F1C:8774.5, ATP5MG:8774.5, IDH2:8774.5, ATP5PO:8774.5, SSBP1:8774.5, TWNK:8774.5, SIRT5:8774.5, NR1D1:8774.5, IMMT:8774.5, PPARGC1B:8774.5, HCFC1:8774.5, ESRRA:8774.5, TMEM11:8774.5, APOO:8774.5, POLG2:8774.5, PRKAA2:13501, MEF2D:13844, MTX1:14659, HELZ2:14733, CRTC3:14754, CRTC2:15036","Both",3
"REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA",-0.0375250203063356,0.11,0.11,31,"NUP88:177, NUP153:398, NUP50:547, NUP214:1186, RAE1:1509, NCBP1:6330.5, TPR:6330.5, NDC1:6330.5, AAAS:6330.5, NUP188:6330.5, NUP93:6330.5, NUP155:6330.5, NUP43:6330.5, NUP210:6330.5, NUP42:6330.5, NUP58:6330.5, EIF4E:6330.5, SEC13:6330.5, NUP35:6330.5, NUP62:6330.5, SLBP:6330.5, ALYREF:6330.5, NUP205:10992, NUP37:11532, NUP160:11556, NUP107:12180, NUP85:12204, NUP98:12754, NUP54:13055, NUP133:13222, SEH1L:14117","Both",3
"REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS",-0.0471392089502325,0.11,0.11,37,"NUP88:177, NUP153:398, NUP50:547, NUP214:1186, RAE1:1509, NCBP1:6330.5, TPR:6330.5, NDC1:6330.5, AAAS:6330.5, NUP188:6330.5, NUP93:6330.5, NUP155:6330.5, NUP43:6330.5, NUP210:6330.5, NUP42:6330.5, NUP58:6330.5, EIF4E:6330.5, SEC13:6330.5, NUP35:6330.5, NUP62:6330.5, SLBP:6330.5, ALYREF:6330.5, CPSF1:6330.5, CPSF3:6330.5, SYMPK:6330.5, WDR33:6330.5, FIP1L1:6330.5, CPSF2:6330.5, NUP205:10992, NUP37:11532, NUP160:11556, NUP107:12180, NUP85:12204, NUP98:12754, NUP54:13055, NUP133:13222, SEH1L:14117","Both",3
"REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES",-0.0873325129887886,0.11,0.11,23,"MMP10:486, TIMP1:795, MMP9:886, MMP7:923, CTSK:1287, MMP17:1632, KLKB1:6330.5, FURIN:6330.5, MMP2:6330.5, MMP3:6330.5, MMP15:6330.5, MMP8:6330.5, MMP13:6330.5, COL18A1:6330.5, MMP25:6330.5, TIMP2:6330.5, MMP24:6330.5, MMP16:6330.5, SPOCK3:11537, MMP14:12403, MMP11:12752, ELANE:14199, PLG:14699","Unclear",0
"REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS",0.227285798451352,0.00165313790056272,0.0538077587995589,16,"ALB:40, SLC10A2:118, SLCO1B1:150, ABCB11:272, SLC51A:288, SLCO1A2:289, SLC27A5:573, NR1H4:823, SLC10A1:1041, SLC51B:2433, NCOA2:3878, NCOA1:8774.5, RXRA:8774.5, BAAT:8774.5, ABCC3:13923, STARD5:13951","Herbivore",1
"REACTOME_REMOVAL_OF_AMINOTERMINAL_PROPEPTIDES_FROM_GAMMA_CARBOXYLATED_PROTEINS",-0.0936077155994168,0.11,0.11,10,"F10:749, F7:6330.5, F9:6330.5, F2:6330.5, GAS6:6330.5, PROS1:6330.5, FURIN:6330.5, PROZ:6330.5, BGLAP:6330.5, PROC:12167","Unclear",0
"REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS",-0.0500938048044374,0.11,0.11,11,"F10:749, F7:6330.5, F9:6330.5, F2:6330.5, GAS6:6330.5, PROS1:6330.5, FURIN:6330.5, PROZ:6330.5, BGLAP:6330.5, PROC:12167, GGCX:13533","Unclear",0
"REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS",0.00186408432396667,0.977570022462697,0.993471105340167,19,"TBK1:744, IKBKB:1179, RIPK1:1687, NFKB2:3279, MYD88:3288, NFKBIA:8774.5, NFKBIB:8774.5, NFKB1:8774.5, RELA:8774.5, CHUK:8774.5, IRF3:8774.5, NKIRAS1:8774.5, DTX4:8774.5, ZBP1:8774.5, RIPK3:8774.5, DHX9:8774.5, NLRP4:8774.5, TLR3:8774.5, IKBKG:14708","Unclear",0
"REACTOME_IRF3_MEDIATED_ACTIVATION_OF_TYPE_1_IFN",0.0118807442277516,0.926700486273988,0.982276294372439,5,"TBK1:744, IRF3:8774.5, DTX4:8774.5, ZBP1:8774.5, NLRP4:8774.5","Unclear",0
"REACTOME_SULFIDE_OXIDATION_TO_SULFATE",-0.00737024997197622,0.11,0.11,6,"ETHE1:6330.5, TST:6330.5, SQOR:6330.5, SLC25A10:6330.5, TSTD1:6330.5, SUOX:14266","Unclear",0
"REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE",0.131994314781568,0.0768434843928425,0.395853721029414,15,"GOT2:55, CTH:442, SUOX:839, CDO1:1181, GADL1:1580, MPST:2787, TXN2:3435, ETHE1:8774.5, TST:8774.5, SQOR:8774.5, SLC25A10:8774.5, TSTD1:8774.5, FMO1:8774.5, CSAD:8774.5, ADO:8774.5","Both",3
"REACTOME_SULFUR_AMINO_ACID_METABOLISM",0.128920986306648,0.0183084815325392,0.204723524972317,28,"GOT2:55, CTH:442, GOT1:704, SUOX:839, AHCY:1132, CDO1:1181, GADL1:1580, MTAP:1832, BHMT:2136, MAT1A:2208, CBS:2375, MPST:2787, ENOPH1:3261, TXN2:3435, APIP:8774.5, MRI1:8774.5, ADI1:8774.5, MTR:8774.5, ETHE1:8774.5, TST:8774.5, SQOR:8774.5, SLC25A10:8774.5, TSTD1:8774.5, FMO1:8774.5, CSAD:8774.5, ADO:8774.5, BHMT2:8774.5, MTRR:13519","Both",3
"REACTOME_HIV_LIFE_CYCLE",0.00160656596524933,0.952315825330297,0.988738453483077,117,"TAF7L:190, ELL:274, VPS4B:779, RNMT:796, GTF2H2:822, SEH1L:988, TAF15:1035, GTF2H1:1085, TAF5:1421, GTF2E2:1456, CXCR4:1482, RANBP1:1550, VPS4A:1658, GTF2E1:1813, NUP133:1883, SUPT16H:2017, NUP54:2050, RCC1:2114, RNGTT:2151, CDK7:2158, NUP98:2351, RANGAP1:2400, CCNH:2471, POLR2F:2642, NUP85:2901, NUP107:2925, UBAP1:2996, CCNK:3108, SSRP1:3218, TAF1:3386, NUP160:3549, NUP37:3573, SUPT5H:3672, CHMP7:3746, TAF4B:3879, CHMP3:3928, NELFA:3984, TAF9:4011, TAF10:4080, NUP205:4113, NMT1:8774.5, UBB:8774.5, PPIA:8774.5, ELOA:8774.5, MNAT1:8774.5, CTDP1:8774.5, CCNT2:8774.5, NELFCD:8774.5, ERCC2:8774.5, GTF2H3:8774.5, GTF2F1:8774.5, CCNT1:8774.5, CDK9:8774.5, NCBP1:8774.5, ERCC3:8774.5, TCEA1:8774.5, GTF2F2:8774.5, NELFB:8774.5, NELFE:8774.5, GTF2H4:8774.5, TPR:8774.5, NDC1:8774.5, AAAS:8774.5, NUP188:8774.5, NUP93:8774.5, NUP155:8774.5, NUP43:8774.5, NUP210:8774.5, NUP42:8774.5, NUP58:8774.5, SEC13:8774.5, NUP35:8774.5, NUP62:8774.5, FURIN:8774.5, CD4:8774.5, CCR5:8774.5, VTA1:8774.5, TAF2:8774.5, TAF11:8774.5, TSG101:8774.5, CHMP4B:8774.5, TAF6:8774.5, TBP:8774.5, VPS37B:8774.5, MVB12A:8774.5, XRCC4:8774.5, NMT2:8774.5, VPS37A:8774.5, VPS28:8774.5, CHMP4C:8774.5, PSIP1:8774.5, GTF2A1:8774.5, TAF3:8774.5, VPS37C:8774.5, PDCD6IP:8774.5, LIG4:8774.5, VPS37D:8774.5, TAF7:8774.5, TAF9B:8774.5, XRCC6:8774.5, MVB12B:8774.5, CHMP4A:8774.5, RAE1:13596, NEDD4L:13728, NUP214:13919, FEN1:13926, CHMP6:13965, NUP50:14558, NUP153:14707, XRCC5:14842, NUP88:14928, LIG1:14984, UBA52:15017, RAN:15049, RPS27A:15057, ELOC:15062, POLR2J:15073","Herbivore",1
"REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION",-0.0720941442959302,0.11,0.11,24,"RPS27A:48, UBA52:88, CHMP6:1140, NEDD4L:1377, UBB:6330.5, PPIA:6330.5, VTA1:6330.5, TSG101:6330.5, CHMP4B:6330.5, VPS37B:6330.5, MVB12A:6330.5, VPS37A:6330.5, VPS28:6330.5, CHMP4C:6330.5, VPS37C:6330.5, PDCD6IP:6330.5, VPS37D:6330.5, MVB12B:6330.5, CHMP4A:6330.5, CHMP3:11177, CHMP7:11359, UBAP1:12109, VPS4A:13447, VPS4B:14326","Herbivore",1
"REACTOME_INTEGRATION_OF_PROVIRUS",-0.160753652430594,0.11,0.11,6,"XRCC5:263, PPIA:6330.5, XRCC4:6330.5, PSIP1:6330.5, LIG4:6330.5, XRCC6:6330.5","Unclear",0
"REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE",-0.153273991598352,0.11,0.11,11,"LIG1:121, XRCC5:263, FEN1:1179, PPIA:6330.5, CD4:6330.5, CCR5:6330.5, XRCC4:6330.5, PSIP1:6330.5, LIG4:6330.5, XRCC6:6330.5, CXCR4:13623","Both",3
"REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION",0.0294602818705958,0.787247231066147,0.928323582480225,7,"CCNB1:821, PLK1:3474, MAPK3:8774.5, CCNB2:8774.5, GORASP2:8774.5, BLZF1:8774.5, USO1:8774.5","Unclear",0
"REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI",0.0893698799236898,0.216025520787068,0.58680610713327,16,"PIGW:345, PIGH:622, PIGF:719, PIGA:1310, PIGB:1475, DPM2:3223, PIGX:3389, PIGV:8774.5, PIGL:8774.5, PIGZ:8774.5, PIGC:8774.5, PIGO:8774.5, PIGG:8774.5, PIGP:8774.5, PIGN:8774.5, PIGM:15034","Both",3
"REACTOME_ATTACHMENT_OF_GPI_ANCHOR_TO_UPAR",-0.235483690169264,0.11,0.11,6,"GPAA1:193, PIGT:692, PGAP1:1202, PIGS:1390, PIGK:6330.5, PLAUR:14662","Unclear",0
"REACTOME_HIV_INFECTION",0.0177582303904775,0.426988026719344,0.76106425774052,170,"TAF7L:190, ELL:274, SLC25A4:292, AP1B1:342, PSME1:461, AP1M2:665, VPS4B:779, RNMT:796, GTF2H2:822, PSME2:833, SEH1L:988, CD28:1033, TAF15:1035, GTF2H1:1085, PSMD2:1278, TAF5:1421, GTF2E2:1456, CXCR4:1482, PACS1:1507, RANBP1:1550, VPS4A:1658, GTF2E1:1813, NUP133:1883, SUPT16H:2017, NUP54:2050, RCC1:2114, RNGTT:2151, CDK7:2158, PSMD8:2294, NUP98:2351, RANGAP1:2400, CCNH:2471, POLR2F:2642, PSMD10:2864, NUP85:2901, PSMB7:2913, NUP107:2925, UBAP1:2996, PSMB1:3073, CCNK:3108, PSME4:3120, SSRP1:3218, BTRC:3328, TAF1:3386, PSMB2:3437, PSME3:3513, AP2A1:3545, NUP160:3549, NUP37:3573, SEM1:3616, SUPT5H:3672, CHMP7:3746, AP1G1:3786, PSMD1:3815, TAF4B:3879, CHMP3:3928, NELFA:3984, TAF9:4011, TAF10:4080, NUP205:4113, PSMD5:8774.5, PSMB5:8774.5, PSMD3:8774.5, PSMD9:8774.5, PSMF1:8774.5, PSMA1:8774.5, NMT1:8774.5, PSMB6:8774.5, PSMA8:8774.5, PSMD4:8774.5, PSMB4:8774.5, PSMD6:8774.5, UBB:8774.5, PAK2:8774.5, PSMD13:8774.5, PSMD12:8774.5, PSMB8:8774.5, PSMB10:8774.5, PSMB11:8774.5, DOCK2:8774.5, LCK:8774.5, PPIA:8774.5, AP2M1:8774.5, AP2A2:8774.5, ELOA:8774.5, MNAT1:8774.5, CTDP1:8774.5, CCNT2:8774.5, NELFCD:8774.5, ERCC2:8774.5, GTF2H3:8774.5, GTF2F1:8774.5, CCNT1:8774.5, CDK9:8774.5, NCBP1:8774.5, ERCC3:8774.5, TCEA1:8774.5, GTF2F2:8774.5, NELFB:8774.5, NELFE:8774.5, GTF2H4:8774.5, TPR:8774.5, NDC1:8774.5, AAAS:8774.5, NUP188:8774.5, NUP93:8774.5, NUP155:8774.5, NUP43:8774.5, NUP210:8774.5, NUP42:8774.5, NUP58:8774.5, SEC13:8774.5, NUP35:8774.5, NUP62:8774.5, FURIN:8774.5, ATP6V1H:8774.5, B2M:8774.5, CD4:8774.5, HCK:8774.5, ARF1:8774.5, CCR5:8774.5, AP1S3:8774.5, CD8B:8774.5, AP1S2:8774.5, CD247:8774.5, VTA1:8774.5, TAF2:8774.5, TAF11:8774.5, TSG101:8774.5, CHMP4B:8774.5, TAF6:8774.5, TBP:8774.5, VPS37B:8774.5, MVB12A:8774.5, XRCC4:8774.5, NMT2:8774.5, VPS37A:8774.5, VPS28:8774.5, CHMP4C:8774.5, PSIP1:8774.5, GTF2A1:8774.5, TAF3:8774.5, VPS37C:8774.5, PDCD6IP:8774.5, LIG4:8774.5, VPS37D:8774.5, TAF7:8774.5, TAF9B:8774.5, XRCC6:8774.5, MVB12B:8774.5, CHMP4A:8774.5, ELMO1:8774.5, NPM1:8774.5, RAE1:13596, NEDD4L:13728, NUP214:13919, FEN1:13926, CHMP6:13965, PSMB9:14005, NUP50:14558, NUP153:14707, XRCC5:14842, NUP88:14928, LIG1:14984, UBA52:15017, RAN:15049, SKP1:15051, RPS27A:15057, ELOC:15062, POLR2J:15073","Herbivore",1
"REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS",0.00541651147448396,0.85715879379339,0.965015253392197,93,"SLC25A4:292, AP1B1:342, PSME1:461, AP1M2:665, PSME2:833, SEH1L:988, CD28:1033, PSMD2:1278, PACS1:1507, RANBP1:1550, NUP133:1883, NUP54:2050, RCC1:2114, PSMD8:2294, NUP98:2351, RANGAP1:2400, PSMD10:2864, NUP85:2901, PSMB7:2913, NUP107:2925, PSMB1:3073, PSME4:3120, BTRC:3328, PSMB2:3437, PSME3:3513, AP2A1:3545, NUP160:3549, NUP37:3573, SEM1:3616, AP1G1:3786, PSMD1:3815, NUP205:4113, PSMD5:8774.5, PSMB5:8774.5, PSMD3:8774.5, PSMD9:8774.5, PSMF1:8774.5, PSMA1:8774.5, PSMB6:8774.5, PSMA8:8774.5, PSMD4:8774.5, PSMB4:8774.5, PSMD6:8774.5, UBB:8774.5, PAK2:8774.5, PSMD13:8774.5, PSMD12:8774.5, PSMB8:8774.5, PSMB10:8774.5, PSMB11:8774.5, DOCK2:8774.5, LCK:8774.5, PPIA:8774.5, AP2M1:8774.5, AP2A2:8774.5, CCNT1:8774.5, CDK9:8774.5, TPR:8774.5, NDC1:8774.5, AAAS:8774.5, NUP188:8774.5, NUP93:8774.5, NUP155:8774.5, NUP43:8774.5, NUP210:8774.5, NUP42:8774.5, NUP58:8774.5, SEC13:8774.5, NUP35:8774.5, NUP62:8774.5, ATP6V1H:8774.5, B2M:8774.5, CD4:8774.5, HCK:8774.5, ARF1:8774.5, AP1S3:8774.5, CD8B:8774.5, AP1S2:8774.5, CD247:8774.5, PSIP1:8774.5, ELMO1:8774.5, NPM1:8774.5, RAE1:13596, NUP214:13919, PSMB9:14005, NUP50:14558, NUP153:14707, NUP88:14928, UBA52:15017, RAN:15049, SKP1:15051, RPS27A:15057, ELOC:15062","Herbivore",1
"REACTOME_GLYCOSAMINOGLYCAN_METABOLISM",-0.0107083705416772,0.11,0.11,119,"CEMIP:9, CSPG4:156, ST3GAL3:337, DSE:364, OGN:509, DSEL:858, HS3ST2:906, CHST2:965, GPC3:1096, CSPG5:1357, EXT2:1365, SGSH:1437, PAPSS1:1473, BCAN:1627, GPC1:6330.5, SDC1:6330.5, SDC4:6330.5, SDC2:6330.5, AGRN:6330.5, DCN:6330.5, HSPG2:6330.5, VCAN:6330.5, LUM:6330.5, BGN:6330.5, SLC26A1:6330.5, SLC26A2:6330.5, SLC35B2:6330.5, PAPSS2:6330.5, ST3GAL4:6330.5, HS3ST1:6330.5, ST3GAL1:6330.5, IDS:6330.5, XYLT2:6330.5, B4GALT7:6330.5, CHPF2:6330.5, NDST1:6330.5, HMMR:6330.5, GPC4:6330.5, SLC9A1:6330.5, HAS3:6330.5, XYLT1:6330.5, HAS1:6330.5, B3GAT1:6330.5, B3GAT2:6330.5, ARSB:6330.5, ABCC5:6330.5, B4GALT6:6330.5, B4GALT4:6330.5, CHST3:6330.5, CHPF:6330.5, IDUA:6330.5, SLC35D2:6330.5, CHSY1:6330.5, GNS:6330.5, STAB2:6330.5, CHST12:6330.5, HS6ST1:6330.5, GLCE:6330.5, NDST4:6330.5, GALNS:6330.5, CHST7:6330.5, CSGALNACT1:6330.5, B3GAT3:6330.5, CHST9:6330.5, B4GALT3:6330.5, HS3ST6:6330.5, GLB1L:6330.5, NDST3:6330.5, HGSNAT:6330.5, CHST14:6330.5, HAS2:6330.5, HPSE2:6330.5, B4GAT1:6330.5, CHST1:6330.5, GPC5:6330.5, B3GNT3:6330.5, CHST15:6330.5, EXT1:6330.5, HS3ST4:6330.5, GPC6:6330.5, HS6ST3:6330.5, HYAL3:6330.5, PRELP:6330.5, CHSY3:6330.5, GPC2:6330.5, HEXA:6330.5, HYAL2:11133, HS3ST5:11218, SLC35B3:11253, B4GALT2:11756, SDC3:11799, HYAL1:11913, CHST6:11928, HS6ST2:12029, OMD:12086, FMOD:12142, HS2ST1:12323, NAGLU:12379, B3GNT7:12485, CD44:12604, CHST11:13025, KERA:13131, UST:13272, B4GALT5:13474, GLB1:13523, NDST2:13548, HPSE:13699, B3GNT2:13975, GUSB:13990, B4GALT1:14128, CHST13:14395, CSGALNACT2:14400, LYVE1:14520, ST3GAL6:14607, ST3GAL2:14623, NCAN:14828, B3GALT6:14893, B3GNT4:14919, HEXB:15007","Herbivore",1
